ad_id,type,price,area,bedrooms,bathrooms,level,furnished,rent,city,region
Ad id 194167664,dsduwphqw,8500.0,120.0,2,1,4,no,yes,fdlur,grzqwrzq fdlur
Ad id 194167622,dsduwphqw,6500.0,60.0,1,1,ground,no,yes,fdlur,uhkde flwb
Ad id 194167620,dsduwphqw,3800.0,130.0,2,1,2,no,yes,fdlur,cdkudd do pddgl
Ad id 194165538,dsduwphqw,7000.0,180.0,3,2,3,no,yes,fdlur,qdvu flwb
Ad id 194167597,dsduwphqw,17000.0,116.0,3,2,5,yes,yes,fdlur,pdglqdwb
Ad id 194167526,dsduwphqw,14000.0,134.0,2,2,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194167524,dsduwphqw,6500.0,99.0,2,1,1,no,yes,fdlur,uhkde flwb
Ad id 194167506,dsduwphqw,6500.0,116.0,3,2,3,no,yes,fdlur,pdglqdwb
Ad id 194167476,shqwkrxvh,27000.0,235.0,4,4,2,no,yes,jlcd,6wk ri rfwrehu
Ad id 194167404,dsduwphqw,7000.0,200.0,3,3,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194167354,dsduwphqw,5500.0,116.0,3,2,5,no,yes,fdlur,pdglqdwb
Ad id 194167322,dsduwphqw,8000.0,131.0,3,2,4,no,yes,fdlur,uhkde flwb
Ad id 194167283,dsduwphqw,5000.0,200.0,3,2,3,no,yes,jlcd,vkhlnk cdbhg
Ad id 194167244,dsduwphqw,17000.0,125.0,2,2,2,no,yes,jlcd,vkhlnk cdbhg
Ad id 194167238,dsduwphqw,8000.0,175.0,3,2,5,no,yes,dohadqguld,odxuhqw
Ad id 194167235,dsduwphqw,3800.0,140.0,2,2,6,no,yes,fdlur,qdvu flwb
Ad id 194167203,dsduwphqw,19000.0,180.0,3,3,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194167198,dsduwphqw,10000.0,176.0,3,2,4,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194167176,dsduwphqw,20000.0,146.0,2,2,2,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194167130,dsduwphqw,9000.0,210.0,3,3,3,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194167081,dsduwphqw,3800.0,140.0,3,2,10,no,yes,fdlur,qdvu flwb
Ad id 194166933,vwxglr,17000.0,90.0,1,1,3,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194163383,dsduwphqw,25000.0,142.0,2,1,1,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194167033,gxsoha,6500.0,250.0,4,2,4,no,yes,gdndkold,pdqvxud
Ad id 194167015,dsduwphqw,13000.0,90.0,1,1,1,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194166622,dsduwphqw,8000.0,175.0,3,3,1,no,yes,fdlur,pdglqdwb
Ad id 194167009,dsduwphqw,5500.0,82.0,2,1,ground,no,yes,fdlur,pdglqdwb
Ad id 194166992,dsduwphqw,10000.0,200.0,3,2,4,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194166971,dsduwphqw,11000.0,130.0,2,1,4,no,yes,jlcd,prkdqghvvlq
Ad id 194166937,dsduwphqw,18000.0,250.0,4,4,2,no,yes,fdlur,uhkde flwb
Ad id 194166810,dsduwphqw,8000.0,160.0,3,3,4,no,yes,fdlur,uhkde flwb
Ad id 194166801,dsduwphqw,14000.0,160.0,3,2,ground,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 192406274,dsduwphqw,16000.0,200.0,3,3,1,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194166761,dsduwphqw,10000.0,124.0,3,2,ground,yes,yes,fdlur,pdglqdwb
Ad id 194166756,dsduwphqw,25000.0,250.0,3,2,3,yes,yes,fdlur,qdvu flwb
Ad id 194166751,dsduwphqw,9000.0,150.0,3,1,6,yes,yes,fdlur,qdvu flwb
Ad id 194166721,dsduwphqw,9000.0,100.0,2,1,2,yes,yes,fdlur,ndwdphbd
Ad id 194166674,dsduwphqw,250.0,90.0,2,1,2,yes,yes,dohadqguld,pdqgdud
Ad id 194166670,dsduwphqw,15000.0,230.0,3,3,ground,no,yes,fdlur,pdglqdwb
Ad id 194166655,dsduwphqw,6000.0,175.0,2,2,1,no,yes,fdlur,qdvu flwb
Ad id 194166654,dsduwphqw,5500.0,70.0,2,1,2,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194166650,dsduwphqw,20000.0,59.0,2,1,1,yes,yes,dohadqguld,urxvkgb
Ad id 194166608,dsduwphqw,9000.0,70.0,2,1,ground,yes,yes,jlcd,vkhlnk cdbhg
Ad id 191572423,dsduwphqw,20000.0,300.0,3,3,2,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194166539,dsduwphqw,4500.0,160.0,3,2,2,no,yes,jlcd,kdgdbhn do-dkudp
Ad id 194166477,dsduwphqw,9500.0,230.0,3,3,4,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194166417,vwxglr,7500.0,100.0,1,1,3,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194166401,dsduwphqw,5000.0,140.0,2,2,ground,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 193065242,dsduwphqw,800000.0,90.0,2,1,2,no,no,uhg vhd,kxujkdgd
Ad id 194166396,dsduwphqw,6500.0,99.0,2,1,1,no,yes,fdlur,uhkde flwb
Ad id 194166391,dsduwphqw,14000.0,150.0,2,2,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194166385,dsduwphqw,8500.0,190.0,3,3,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194166349,dsduwphqw,7000.0,124.0,3,2,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 192450016,dsduwphqw,18000.0,187.0,3,4,3,no,yes,pdwuxk,qruwk frdvw
Ad id 161490997,dsduwphqw,600.0,120.0,1,1,4,yes,yes,fdlur,pdglqdwb
Ad id 194166272,dsduwphqw,14000.0,220.0,3,3,2,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194166261,dsduwphqw,10000.0,90.0,2,2,ground,yes,yes,fdlur,pdglqdwb
Ad id 194166230,dsduwphqw,7000.0,200.0,3,2,2,no,yes,dohadqguld,vprkd
Ad id 194166112,dsduwphqw,12000.0,220.0,3,3,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194166100,dsduwphqw,15000.0,241.0,3,3,ground,no,yes,fdlur,pdglqdwb
Ad id 194166073,dsduwphqw,6500.0,99.0,2,1,1,no,yes,fdlur,uhkde flwb
Ad id 194166033,dsduwphqw,1600.0,60.0,2,1,3,no,yes,jlcd,idlvdo
Ad id 194166006,dsduwphqw,4500.0,200.0,3,2,1,no,yes,fdlur,vkrurxn flwb
Ad id 194151153,dsduwphqw,11000.0,200.0,3,2,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194150747,dsduwphqw,25000.0,350.0,4,3,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194165992,dsduwphqw,6000.0,72.0,2,1,ground,no,yes,fdlur,pdglqdwb
Ad id 194165919,dsduwphqw,12000.0,90.0,2,1,2,yes,yes,fdlur,uhkde flwb
Ad id 194165636,dsduwphqw,6500.0,130.0,3,2,ground,no,yes,fdlur,pddgl
Ad id 194044410,dsduwphqw,25000.0,220.0,3,3,2,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 193984522,dsduwphqw,25000.0,100.0,2,1,ground,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194165847,dsduwphqw,5500.0,120.0,2,1,4,no,yes,fdlur,vkhudwrq
Ad id 194165806,dsduwphqw,13000.0,90.0,1,1,2,no,yes,jlcd,6wk ri rfwrehu
Ad id 194165775,dsduwphqw,20000.0,99.0,2,1,1,yes,yes,fdlur,uhkde flwb
Ad id 194165773,dsduwphqw,7000.0,200.0,3,2,2,yes,yes,fdlur,qdvu flwb
Ad id 194165765,dsduwphqw,8500.0,148.0,3,2,3,no,yes,fdlur,uhkde flwb
Ad id 194165733,dsduwphqw,6000.0,120.0,2,1,5,yes,yes,fdlur,jhvu do vxhc
Ad id 194159339,dsduwphqw,17000.0,320.0,4,4,ground,no,yes,fdlur,pdglqdwb
Ad id 193896436,dsduwphqw,11000.0,172.0,3,2,4,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 193891634,dsduwphqw,16000.0,100.0,1,1,2,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 193662371,dsduwphqw,8500.0,210.0,2,2,4,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194165734,dsduwphqw,7500.0,70.0,2,1,4,yes,yes,fdlur,pdglqdwb
Ad id 194163909,dsduwphqw,30000.0,340.0,3,2,3,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194165642,dsduwphqw,14000.0,175.0,3,2,3,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194165640,dsduwphqw,20000.0,90.0,2,1,1,yes,yes,fdlur,uhkde flwb
Ad id 194162933,dsduwphqw,12000.0,162.0,3,3,4,no,yes,fdlur,uhkde flwb
Ad id 194165558,gxsoha,4000.0,130.0,3,2,ground,yes,yes,gdplhwwd,udv do-edu
Ad id 194134395,dsduwphqw,2000.0,170.0,3,1,10+,no,yes,fdlur,dlq vkdpv
Ad id 194165492,dsduwphqw,8000.0,150.0,3,2,1,no,yes,jlcd,vkhlnk cdbhg
Ad id 194165481,dsduwphqw,6000.0,150.0,2,2,6,no,yes,fdlur,qdvu flwb
Ad id 194165479,vwxglr,12000.0,60.0,1,1,ground,yes,yes,fdlur,uhkde flwb
Ad id 194165477,dsduwphqw,3700.0,135.0,3,1,1,no,yes,dohadqguld,prkdudp eln
Ad id 194165433,dsduwphqw,5000.0,120.0,2,2,4,no,yes,fdlur,kholrsrolv
Ad id 194165391,vwxglr,15000.0,60.0,1,1,ground,yes,yes,fdlur,uhkde flwb
Ad id 194165330,gxsoha,35000.0,400.0,4,5,ground,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194284833,dsduwphqw,1400000.0,145.0,3,1,2,no,no,dohadqguld,pldpl
Ad id 194165303,dsduwphqw,10000.0,137.0,2,2,3,no,yes,jlcd,vkhlnk cdbhg
Ad id 194165288,dsduwphqw,8500.0,180.0,3,2,7,no,yes,jlcd,grnnl
Ad id 194165285,dsduwphqw,20000.0,180.0,3,2,4,no,yes,fdlur,vkhudwrq
Ad id 194165282,dsduwphqw,6500.0,116.0,3,2,3,no,yes,fdlur,pdglqdwb
Ad id 194165277,dsduwphqw,8000.0,210.0,3,2,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194165274,dsduwphqw,22000.0,90.0,2,1,ground,yes,yes,fdlur,uhkde flwb
Ad id 194165273,dsduwphqw,18000.0,235.0,3,3,2,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194165258,dsduwphqw,20000.0,1.0,3,3,ground,yes,yes,fdlur,pdglqdwb
Ad id 194165229,dsduwphqw,12000.0,95.0,2,1,4,yes,yes,fdlur,uhkde flwb
Ad id 194165226,dsduwphqw,6000.0,105.0,3,2,1,no,yes,fdlur,uhkde flwb
Ad id 194165214,dsduwphqw,4500.0,130.0,3,2,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194165203,dsduwphqw,9000.0,107.0,2,1,5,yes,yes,fdlur,pdglqdwb
Ad id 194165192,dsduwphqw,6000.0,116.0,3,2,1,no,yes,fdlur,pdglqdwb
Ad id 194165191,dsduwphqw,4500.0,130.0,3,1,1,no,yes,fdlur,qdvu flwb
Ad id 194150236,dsduwphqw,10000.0,250.0,4,3,ground,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194165126,dsduwphqw,18000.0,178.0,3,3,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194165123,dsduwphqw,3500.0,63.0,2,1,3,no,yes,jlcd,vkhlnk cdbhg
Ad id 194165106,gxsoha,40000.0,450.0,4,5,ground,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194165097,dsduwphqw,6000.0,116.0,3,2,3,no,yes,fdlur,pdglqdwb
Ad id 194165065,dsduwphqw,18000.0,160.0,2,2,3,no,yes,jlcd,6wk ri rfwrehu
Ad id 194165062,dsduwphqw,10000.0,162.0,3,3,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194165047,dsduwphqw,6500.0,116.0,3,2,3,no,yes,fdlur,pdglqdwb
Ad id 194165037,dsduwphqw,13000.0,130.0,2,1,2,yes,yes,fdlur,vkhudwrq
Ad id 194164957,dsduwphqw,6500.0,150.0,2,2,8,no,yes,fdlur,qdvu flwb
Ad id 194165014,dsduwphqw,8000.0,122.0,3,2,1,no,yes,jlcd,vkhlnk cdbhg
Ad id 194165012,dsduwphqw,6500.0,116.0,3,2,3,no,yes,fdlur,pdglqdwb
Ad id 194164994,dsduwphqw,12500.0,310.0,4,3,ground,yes,yes,fdlur,cdkudd do pddgl
Ad id 194164974,dsduwphqw,12000.0,190.0,3,2,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194164962,dsduwphqw,6500.0,116.0,3,2,3,no,yes,fdlur,pdglqdwb
Ad id 194164947,dsduwphqw,60000.0,300.0,4,5,2,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194060995,dsduwphqw,23000.0,186.0,3,4,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194164928,dsduwphqw,6500.0,99.0,2,1,1,no,yes,fdlur,uhkde flwb
Ad id 194164923,gxsoha,13000.0,350.0,4,3,ground,no,yes,jlcd,vkhlnk cdbhg
Ad id 187396255,dsduwphqw,2400.0,70.0,2,1,1,no,yes,jlcd,kdudp
Ad id 194162731,dsduwphqw,18000.0,175.0,3,2,2,yes,yes,jlcd,vkhlnk cdbhg
Ad id 194164841,dsduwphqw,7000.0,75.0,2,1,ground,no,yes,jlcd,vkhlnk cdbhg
Ad id 194164834,dsduwphqw,12500.0,175.0,3,2,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194164811,dsduwphqw,3300.0,70.0,2,1,6,yes,yes,fdlur,pddgl
Ad id 194158861,dsduwphqw,4000.0,70.0,2,1,3,no,yes,jlcd,vkhlnk cdbhg
Ad id 194118301,dsduwphqw,7500.0,155.0,3,2,5,yes,yes,fdlur,vkxeud
Ad id 194164778,dsduwphqw,6500.0,60.0,1,1,ground,no,yes,fdlur,uhkde flwb
Ad id 194164768,dsduwphqw,6000.0,140.0,3,2,ground,no,yes,fdlur,pdglqdwb
Ad id 194164766,dsduwphqw,10000.0,140.0,3,2,ground,no,yes,fdlur,kholrsrolv
Ad id 194164764,dsduwphqw,8500.0,131.0,3,2,1,no,yes,fdlur,uhkde flwb
Ad id 194164695,dsduwphqw,12500.0,180.0,3,2,3,yes,yes,fdlur,pddgl
Ad id 192216271,dsduwphqw,7500.0,180.0,3,2,4,no,yes,fdlur,vkhudwrq
Ad id 194164651,dsduwphqw,25000.0,200.0,3,3,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194164642,dsduwphqw,12000.0,170.0,3,2,1,no,yes,jlcd,vkhlnk cdbhg
Ad id 194164624,dsduwphqw,7000.0,155.0,3,3,3,no,yes,fdlur,uhkde flwb
Ad id 194164595,dsduwphqw,20000.0,197.0,3,3,ground,no,yes,fdlur,uhkde flwb
Ad id 194164582,dsduwphqw,6500.0,150.0,2,1,ground,no,yes,fdlur,kholrsrolv
Ad id 194164563,dsduwphqw,12000.0,134.0,3,2,1,no,yes,jlcd,vkhlnk cdbhg
Ad id 194164522,dsduwphqw,8500.0,105.0,2,1,10,yes,yes,fdlur,pddgl
Ad id 194164476,dsduwphqw,5000.0,90.0,2,1,ground,no,yes,fdlur,pdglqdwb
Ad id 194164376,dsduwphqw,10500.0,90.0,2,1,2,yes,yes,fdlur,uhkde flwb
Ad id 194164417,dsduwphqw,7000.0,140.0,4,1,2,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194164406,dsduwphqw,13000.0,90.0,2,1,1,yes,yes,fdlur,uhkde flwb
Ad id 194164387,shqwkrxvh,22000.0,360.0,4,4,3,no,yes,jlcd,6wk ri rfwrehu
Ad id 194164356,dsduwphqw,20000.0,196.0,4,4,ground,no,yes,fdlur,uhkde flwb
Ad id 194164341,dsduwphqw,15000.0,116.0,1,2,1,no,yes,jlcd,6wk ri rfwrehu
Ad id 194164337,dsduwphqw,13000.0,90.0,2,1,ground,yes,yes,fdlur,uhkde flwb
Ad id 194164328,dsduwphqw,30000.0,209.0,3,3,2,yes,yes,jlcd,vkhlnk cdbhg
Ad id 194164301,dsduwphqw,20000.0,74.0,2,1,ground,yes,yes,fdlur,uhkde flwb
Ad id 194164292,dsduwphqw,8000.0,180.0,3,2,2,no,yes,jlcd,vkhlnk cdbhg
Ad id 194164268,dsduwphqw,18000.0,136.0,3,2,ground,yes,yes,fdlur,uhkde flwb
Ad id 194164261,dsduwphqw,6000.0,100.0,2,1,2,no,yes,fdlur,vkhudwrq
Ad id 194164258,dsduwphqw,11000.0,160.0,3,2,10,yes,yes,fdlur,pddgl
Ad id 194164243,dsduwphqw,11000.0,99.0,2,1,2,yes,yes,fdlur,uhkde flwb
Ad id 194164241,dsduwphqw,8500.0,131.0,3,2,1,no,yes,fdlur,uhkde flwb
Ad id 194156613,dsduwphqw,6000.0,120.0,3,1,6,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194164238,dsduwphqw,7500.0,120.0,2,2,10,yes,yes,fdlur,kdgdbhn do-nreed
Ad id 194164214,dsduwphqw,16000.0,136.0,3,2,ground,yes,yes,fdlur,uhkde flwb
Ad id 194164182,dsduwphqw,5000.0,89.0,2,2,3,no,yes,fdlur,pdglqdwb
Ad id 194164146,dsduwphqw,12000.0,90.0,2,1,2,no,yes,fdlur,uhkde flwb
Ad id 194164125,dsduwphqw,12000.0,90.0,2,1,2,yes,yes,fdlur,uhkde flwb
Ad id 194164108,vwxglr,8000.0,27.0,1,1,4,no,yes,jlcd,vkhlnk cdbhg
Ad id 194164074,dsduwphqw,6000.0,155.0,3,1,5,yes,yes,dohadqguld,pddprxud
Ad id 194164093,dsduwphqw,25000.0,80.0,2,1,ground,yes,yes,jlcd,vkhlnk cdbhg
Ad id 194163992,dsduwphqw,7000.0,190.0,3,2,ground,yes,yes,jlcd,6wk ri rfwrehu
Ad id 194163977,dsduwphqw,9000.0,200.0,4,3,2,no,yes,fdlur,pdglqdwb
Ad id 194163859,vwxglr,12000.0,65.0,1,1,ground,yes,yes,fdlur,uhkde flwb
Ad id 194163916,dsduwphqw,8000.0,108.0,3,2,3,yes,yes,jlcd,vkhlnk cdbhg
Ad id 194163899,dsduwphqw,7500.0,110.0,2,2,ground,no,yes,fdlur,uhkde flwb
Ad id 194163895,dsduwphqw,11000.0,350.0,5,4,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194163823,dsduwphqw,30000.0,170.0,1,2,2,yes,yes,jlcd,6wk ri rfwrehu
Ad id 194163817,dsduwphqw,9000.0,200.0,5,2,1,no,yes,jlcd,grnnl
Ad id 194163804,dsduwphqw,4000.0,98.0,3,1,3,no,yes,jlcd,vkhlnk cdbhg
Ad id 194163752,dsduwphqw,15000.0,235.0,4,3,ground,no,yes,fdlur,pdglqdwb
Ad id 194163727,dsduwphqw,3200.0,140.0,3,3,1,no,yes,jlcd,kdgdbhn 6wk ri rfwrehu
Ad id 194163582,vwxglr,6000.0,70.0,1,1,4,yes,yes,jlcd,djrxcd
Ad id 194163721,dsduwphqw,6500.0,145.0,2,2,10+,yes,yes,fdlur,kholrsrolv
Ad id 194163670,dsduwphqw,6000.0,124.0,3,2,2,yes,yes,fdlur,pdglqdwb
Ad id 194163669,dsduwphqw,8000.0,160.0,3,2,1,no,yes,jlcd,vkhlnk cdbhg
Ad id 194163654,dsduwphqw,7500.0,131.0,3,2,4,no,yes,fdlur,uhkde flwb
Ad id 194163651,dsduwphqw,12000.0,145.0,2,2,7,yes,yes,fdlur,kholrsrolv
Ad id 192408378,dsduwphqw,6500.0,120.0,3,1,1,no,yes,fdlur,vkhudwrq
Ad id 194163626,dsduwphqw,25000.0,142.0,2,3,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194163624,dsduwphqw,4500.0,120.0,3,1,5,yes,yes,fdlur,qhz qrckd
Ad id 194163574,dsduwphqw,20000.0,108.0,3,1,2,yes,yes,fdlur,uhkde flwb
Ad id 194163360,dsduwphqw,3500.0,95.0,3,1,3,no,yes,fdlur,vkrurxn flwb
Ad id 192364652,dsduwphqw,4500.0,120.0,2,1,10,no,yes,fdlur,vkhudwrq
Ad id 194163509,dsduwphqw,14000.0,143.0,3,2,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194163459,dsduwphqw,4200.0,58.0,1,1,ground,no,yes,fdlur,pdglqdwb
Ad id 194163455,dsduwphqw,10500.0,143.0,3,2,3,no,yes,fdlur,pdglqdwb
Ad id 194163407,vwxglr,8500.0,60.0,1,1,ground,yes,yes,fdlur,pdglqdwb
Ad id 194163401,dsduwphqw,12000.0,200.0,3,3,3,no,yes,fdlur,kholrsrolv
Ad id 190989781,urrp,750.0,60.0,2,1,2,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194163392,dsduwphqw,12000.0,162.0,3,3,4,yes,yes,fdlur,uhkde flwb
Ad id 194163304,dsduwphqw,4500.0,165.0,3,2,1,yes,yes,dohadqguld,dvdiud
Ad id 192366864,dsduwphqw,5500.0,120.0,3,1,2,no,yes,fdlur,vkhudwrq
Ad id 194163324,dsduwphqw,9000.0,114.0,3,2,5,yes,yes,fdlur,pdglqdwb
Ad id 194163266,dsduwphqw,25000.0,120.0,2,1,5,yes,yes,dohadqguld,urxvkgb
Ad id 194163264,dsduwphqw,7000.0,165.0,3,3,3,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194163233,dsduwphqw,15000.0,99.0,2,1,3,yes,yes,fdlur,uhkde flwb
Ad id 192413115,dsduwphqw,11000.0,210.0,3,2,9,yes,yes,fdlur,qdvu flwb
Ad id 192379406,dsduwphqw,17000.0,220.0,4,2,10,no,yes,fdlur,qdvu flwb
Ad id 194163157,dsduwphqw,8500.0,149.0,3,2,ground,no,yes,fdlur,pdglqdwb
Ad id 194163156,dsduwphqw,16500.0,242.0,3,3,ground,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194162913,dsduwphqw,5500.0,200.0,3,2,3,no,yes,jlcd,6wk ri rfwrehu
Ad id 193125027,dsduwphqw,6200.0,110.0,2,1,10+,no,yes,dohadqguld,vprkd
Ad id 192450396,dsduwphqw,40000.0,500.0,10,5,1,no,yes,fdlur,qdvu flwb
Ad id 192427958,dsduwphqw,15000.0,500.0,3,3,10,no,yes,fdlur,qdvu flwb
Ad id 194163101,dsduwphqw,12000.0,89.0,2,2,2,yes,yes,fdlur,uhkde flwb
Ad id 193826447,dsduwphqw,10000.0,120.0,2,2,1,yes,yes,fdlur,pddgl
Ad id 194163086,dsduwphqw,14000.0,134.0,2,2,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194163048,dsduwphqw,25000.0,136.0,3,2,ground,yes,yes,fdlur,uhkde flwb
Ad id 194163016,vwxglr,13000.0,88.0,1,2,1,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194163009,dsduwphqw,350.0,90.0,2,1,3,yes,yes,dohadqguld,pdqgdud
Ad id 194162990,dsduwphqw,6500.0,140.0,3,1,3,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194162987,dsduwphqw,7500.0,180.0,3,2,6,no,yes,fdlur,kholrsrolv
Ad id 194162962,dsduwphqw,12000.0,90.0,2,1,2,yes,yes,fdlur,uhkde flwb
Ad id 194162959,dsduwphqw,7000.0,200.0,3,3,1,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194162953,dsduwphqw,12000.0,90.0,2,1,2,yes,yes,fdlur,uhkde flwb
Ad id 194287295,shqwkrxvh,3100000.0,174.0,3,2,3,yes,no,jlcd,6wk ri rfwrehu
Ad id 194155506,vwxglr,4800.0,92.0,2,1,3,no,yes,fdlur,pdglqdwb
Ad id 194063527,dsduwphqw,8000.0,150.0,3,2,9,no,yes,dohadqguld,odxuhqw
Ad id 194162906,dsduwphqw,2500.0,135.0,2,2,10+,yes,yes,dohadqguld,vdq vwhidqr
Ad id 194162875,dsduwphqw,6000.0,100.0,2,1,1,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194162860,urrp,2400.0,100.0,1,1,1,yes,yes,jlcd,6wk ri rfwrehu
Ad id 194162844,dsduwphqw,6500.0,135.0,3,2,2,no,yes,fdlur,pdglqdwb
Ad id 194162788,gxsoha,20000.0,400.0,6,3,ground,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194162579,dsduwphqw,1000.0,85.0,3,1,5,yes,yes,jlcd,vkhlnk cdbhg
Ad id 194024701,dsduwphqw,9000.0,177.0,3,2,3,no,yes,dohadqguld,ndiu degr
Ad id 194162729,dsduwphqw,6000.0,180.0,2,2,3,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194162274,urrp,450.0,90.0,5,3,6,yes,yes,jlcd,kdudp
Ad id 194083106,dsduwphqw,20000.0,200.0,3,3,4,yes,yes,dohadqguld,odxuhqw
Ad id 194162698,dsduwphqw,6000.0,180.0,3,1,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194162691,dsduwphqw,6000.0,107.0,2,1,4,no,yes,fdlur,pdglqdwb
Ad id 194162690,dsduwphqw,7500.0,131.0,3,2,5,no,yes,fdlur,uhkde flwb
Ad id 194162650,dsduwphqw,10000.0,250.0,3,2,1,no,yes,jlcd,vkhlnk cdbhg
Ad id 194162640,dsduwphqw,3200.0,70.0,2,1,highest,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194162603,dsduwphqw,10000.0,78.0,2,1,3,yes,yes,fdlur,pdglqdwb
Ad id 194107597,dsduwphqw,1800.0,85.0,2,1,9,no,yes,fdlur,jhvu do vxhc
Ad id 194162548,dsduwphqw,9000.0,170.0,3,2,4,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194162493,dsduwphqw,15000.0,300.0,3,3,2,no,yes,fdlur,pdglqdwb
Ad id 194162490,dsduwphqw,5500.0,115.0,3,2,3,no,yes,fdlur,pdglqdwb
Ad id 194162474,dsduwphqw,18000.0,96.0,2,2,3,yes,yes,fdlur,pdglqdwb
Ad id 194162094,dsduwphqw,1400.0,210.0,3,1,6,no,yes,jlcd,idlvdo
Ad id 194162448,dsduwphqw,11000.0,90.0,2,1,3,yes,yes,fdlur,uhkde flwb
Ad id 194162445,dsduwphqw,20000.0,197.0,3,3,ground,no,yes,fdlur,uhkde flwb
Ad id 194162444,dsduwphqw,5500.0,135.0,2,1,ground,no,yes,jlcd,vkhlnk cdbhg
Ad id 194162443,dsduwphqw,20000.0,143.0,3,2,4,yes,yes,fdlur,pdglqdwb
Ad id 194162395,dsduwphqw,12000.0,100.0,2,1,ground,yes,yes,fdlur,pdglqdwb
Ad id 194162352,dsduwphqw,6000.0,180.0,4,2,3,no,yes,vxhc,duedhhq
Ad id 180617719,dsduwphqw,22000.0,260.0,3,3,7,yes,yes,dohadqguld,vprkd
Ad id 194162363,dsduwphqw,9500.0,220.0,3,3,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194160112,dsduwphqw,2100.0,100.0,2,1,1,yes,yes,dohadqguld,djdpl
